epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,301.332,0.35078,0.64583,0.3009,0.91053,0.99809,0.96774,0.9702,0.96794,0.99809,0.96774,0.96697,0.96697,0.18579,0.11855,0.18261,0.606,0.0018119,0.0018119,0.0018119
21,314.065,0.35004,0.58542,0.29565,0.91463,0.9976,0.96774,0.96639,0.95604,0.9976,0.96774,0.96639,0.95509,0.21118,0.28299,0.1984,0.62489,0.001802,0.001802,0.001802
22,326.998,0.36019,0.63284,0.29839,0.92243,0.99673,0.96774,0.98825,0.96495,0.99673,0.96774,0.96627,0.8881,0.20319,0.84044,0.21386,0.62998,0.0017921,0.0017921,0.0017921
23,339.976,0.33716,0.62836,0.2791,0.90955,0.99783,0.96774,0.96568,0.96047,0.99783,0.96774,0.96568,0.95698,0.23385,0.28004,0.26429,0.64693,0.0017822,0.0017822,0.0017822
24,353.514,0.3499,0.6009,0.28442,0.91301,0.9972,0.96774,0.96678,0.96347,0.9972,0.96774,0.96678,0.96678,0.21069,0.11935,0.23808,0.62163,0.0017723,0.0017723,0.0017723
25,366.997,0.34611,0.6168,0.27831,0.90795,0.97352,0.96774,0.96599,0.96599,0.97352,0.96774,0.96599,0.96599,0.16412,0.14074,0.3502,0.6099,0.0017624,0.0017624,0.0017624
26,379.813,0.35426,0.68565,0.28657,0.91045,0.99826,0.96774,0.98768,0.97279,0.99826,0.96774,0.96907,0.96907,0.17086,0.17663,0.1531,0.59387,0.0017525,0.0017525,0.0017525
27,393.704,0.33491,0.57107,0.27359,0.90666,0.99623,0.96774,0.96591,0.96234,0.99623,0.96774,0.96591,0.96591,0.24556,0.14858,0.27067,0.6442,0.0017426,0.0017426,0.0017426
28,406.666,0.33941,0.55662,0.27867,0.90084,0.99796,0.96774,0.96774,0.96774,0.99796,0.96774,0.96774,0.96774,0.16893,0.3917,0.14963,0.59735,0.0017327,0.0017327,0.0017327
29,418.922,0.33926,0.57663,0.27505,0.90873,0.96664,0.96774,0.97829,0.9711,0.96664,0.96774,0.96631,0.96631,0.16538,0.13539,0.24159,0.59398,0.0017228,0.0017228,0.0017228
30,431.577,0.34657,0.55588,0.27877,0.91075,0.9953,0.96774,0.96618,0.96618,0.9953,0.96774,0.96618,0.96618,0.15781,0.09947,0.1829,0.59472,0.0017129,0.0017129,0.0017129
31,445.165,0.3293,0.58012,0.2722,0.90049,0.99822,0.96774,0.96901,0.96901,0.99822,0.96774,0.96901,0.96901,0.17736,0.1938,0.16663,0.60122,0.001703,0.001703,0.001703
32,458.176,0.32971,0.59352,0.26634,0.90481,0.99818,0.96774,0.98103,0.97386,0.99818,0.96774,0.97206,0.97206,0.1476,0.10704,0.18183,0.57758,0.0016931,0.0016931,0.0016931
33,470.317,0.3189,0.53088,0.25463,0.90311,0.99524,0.96774,0.96788,0.96788,0.96317,0.93548,0.93987,0.87473,0.17138,2.26272,0.21423,0.60707,0.0016832,0.0016832,0.0016832
34,482.509,0.31269,0.52824,0.2581,0.89911,0.99814,0.96774,0.97234,0.97234,0.99814,0.96774,0.97234,0.97234,0.13852,0.34128,0.13647,0.58625,0.0016733,0.0016733,0.0016733
35,494.987,0.31369,0.54545,0.25986,0.89954,0.998,0.96774,0.96682,0.96682,0.998,0.96774,0.96682,0.96682,0.14141,0.34976,0.15246,0.58547,0.0016634,0.0016634,0.0016634
36,506.842,0.31407,0.51421,0.25714,0.89792,0.9978,0.96774,0.96561,0.96561,0.9978,0.96774,0.96561,0.96561,0.15717,0.07972,0.31773,0.59107,0.0016535,0.0016535,0.0016535
37,519.433,0.3142,0.57153,0.25475,0.90019,0.99793,0.96774,0.96936,0.96936,0.99793,0.96774,0.96936,0.96936,0.14434,0.11712,0.12457,0.5783,0.0016436,0.0016436,0.0016436
38,531.785,0.30558,0.56914,0.25229,0.89651,0.99654,0.96774,0.96581,0.96581,0.99654,0.96774,0.96581,0.96581,0.12223,0.10892,0.18482,0.56847,0.0016337,0.0016337,0.0016337
39,544.254,0.31295,0.55672,0.24723,0.89985,0.99826,0.96774,0.97297,0.97297,0.99826,0.96774,0.97297,0.97297,0.13806,0.13273,0.13273,0.57959,0.0016238,0.0016238,0.0016238
40,556.596,0.30522,0.51052,0.24763,0.8942,0.99797,0.96774,0.96946,0.96946,0.99797,0.96774,0.96946,0.96946,0.11884,0.10852,0.13963,0.57651,0.0016139,0.0016139,0.0016139
41,568.631,0.30947,0.56108,0.24621,0.8978,0.99829,0.96774,0.96951,0.96805,0.99829,0.96774,0.96742,0.96742,0.15144,0.64592,0.13472,0.58726,0.001604,0.001604,0.001604
42,580.824,0.30748,0.50266,0.25037,0.89704,0.99303,0.96774,0.9682,0.96698,0.99303,0.96774,0.96668,0.96668,0.16726,0.77698,0.21757,0.59637,0.0015941,0.0015941,0.0015941
43,592.946,0.30983,0.49402,0.24671,0.89867,0.99562,0.96774,0.96927,0.96662,0.99562,0.96774,0.96632,0.96632,0.15121,0.11913,0.20959,0.57926,0.0015842,0.0015842,0.0015842
44,605.087,0.29622,0.4732,0.24122,0.89357,0.99798,0.96774,0.96853,0.96853,0.99798,0.96774,0.96853,0.96853,0.14468,0.67767,0.1608,0.58848,0.0015743,0.0015743,0.0015743
45,617.099,0.30577,0.50072,0.2471,0.89351,0.99812,0.96774,0.96994,0.96994,0.99812,0.96774,0.96994,0.96994,0.2037,0.12902,0.18189,0.62361,0.0015644,0.0015644,0.0015644
46,629.244,0.30064,0.48467,0.24223,0.89333,0.99817,0.96774,0.96877,0.96877,0.99817,0.96774,0.96877,0.96877,0.1345,0.17962,0.13345,0.57631,0.0015545,0.0015545,0.0015545
47,641.878,0.2953,0.51278,0.23923,0.89436,0.99801,0.96774,0.97087,0.97087,0.99801,0.96774,0.97087,0.97087,0.14292,0.61045,0.15896,0.58936,0.0015446,0.0015446,0.0015446
48,653.911,0.29992,0.50089,0.23948,0.89635,0.99825,0.96774,0.97533,0.97533,0.99825,0.96774,0.97533,0.97533,0.11894,0.09879,0.12389,0.56839,0.0015347,0.0015347,0.0015347
49,666.227,0.29943,0.48847,0.23828,0.89241,0.99822,0.96774,0.96989,0.96989,0.99822,0.96774,0.96989,0.96989,0.11458,0.10023,0.13273,0.56741,0.0015248,0.0015248,0.0015248
50,678.466,0.29435,0.515,0.23698,0.89605,0.99781,0.96774,0.97496,0.97496,0.99781,0.96774,0.97496,0.97496,0.13379,0.27215,0.12938,0.57704,0.0015149,0.0015149,0.0015149
51,691.006,0.293,0.53223,0.23394,0.89035,0.99826,0.96774,0.96998,0.96998,0.99826,0.96774,0.96998,0.96998,0.15075,0.25682,0.1316,0.58426,0.001505,0.001505,0.001505
52,703.235,0.29561,0.54314,0.23366,0.89539,0.9982,0.96774,0.97254,0.97254,0.9982,0.96774,0.97254,0.97254,0.10909,0.32381,0.12386,0.56607,0.0014951,0.0014951,0.0014951
53,715.487,0.28622,0.5039,0.23368,0.89384,0.99815,0.96774,0.97479,0.9717,0.99815,0.96774,0.97479,0.97479,0.16579,1.1955,0.18218,0.60197,0.0014852,0.0014852,0.0014852
54,727.998,0.2855,0.51505,0.23223,0.88724,0.99766,0.96774,0.96712,0.9663,0.99766,0.96774,0.96609,0.96609,0.11348,0.26024,0.18468,0.56717,0.0014753,0.0014753,0.0014753
55,740.506,0.28949,0.53276,0.23416,0.89064,0.99828,0.96774,0.9762,0.97196,0.99828,0.96774,0.97149,0.97149,0.11296,0.13949,0.11325,0.56215,0.0014654,0.0014654,0.0014654
56,753.124,0.27604,0.4702,0.22095,0.88579,0.99824,0.96774,0.97479,0.97479,0.99824,0.96774,0.97479,0.97479,0.13638,0.1093,0.14007,0.58571,0.0014555,0.0014555,0.0014555
57,765.845,0.28396,0.48387,0.22907,0.89523,0.99827,0.96774,0.97573,0.97573,0.99827,0.96774,0.97573,0.97573,0.11031,0.08593,0.11576,0.56518,0.0014456,0.0014456,0.0014456
58,779.107,0.2876,0.46918,0.22937,0.89219,0.99831,0.96774,0.97573,0.97573,0.99831,0.96774,0.97573,0.97573,0.13251,0.08408,0.12394,0.57418,0.0014357,0.0014357,0.0014357
59,791.836,0.28482,0.45461,0.229,0.89048,0.99803,0.96774,0.97017,0.97017,0.99803,0.96774,0.97017,0.97017,0.14876,0.24144,0.18008,0.58861,0.0014258,0.0014258,0.0014258
60,804.915,0.29473,0.446,0.23289,0.8917,0.99821,0.96774,0.97037,0.96754,0.99821,0.96774,0.97037,0.97037,0.13681,0.54981,0.13171,0.57886,0.0014159,0.0014159,0.0014159
61,817.558,0.28805,0.48592,0.22843,0.89133,0.99825,0.96774,0.97149,0.97149,0.99825,0.96774,0.97149,0.97149,0.12219,0.63473,0.10293,0.56851,0.001406,0.001406,0.001406
62,830.243,0.2895,0.46054,0.2237,0.88928,0.99827,0.96774,0.97333,0.97333,0.99827,0.96774,0.97333,0.97333,0.13323,0.09294,0.12464,0.58041,0.0013961,0.0013961,0.0013961
63,842.449,0.28124,0.43242,0.22239,0.88649,0.99831,0.96774,0.97275,0.97275,0.99831,0.96774,0.97275,0.97275,0.10181,0.09076,0.09564,0.55966,0.0013862,0.0013862,0.0013862
